Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
Inbound Marketing Associate,https://angel.co/company/storyxpress/jobs/588648-inbound-marketing-associate,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Marketing · Growth Hacker · Social Media Marketing · Inbound Marketing · Content Strategy · Content Marketing · Digital Marketing · Google Analytics · Mailchimp · SEO and Website Analytics
·



Posted
3 months
ago",,₹2.5L – ₹5L · No equity
Sales Development Manager - Inside/ SaaS Product Sales,https://angel.co/company/storyxpress/jobs/576818-sales-development-manager-inside-saas-product-sales,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Sales Development · Lead Generation · Inside Sales · B2B Sales · Global & International Sales/Business Develop · Key Account Management & Business development
·



Posted
4 months
ago",,₹6L – ₹9L · No equity
Lead MERN Stack Developer,https://angel.co/company/storyxpress/jobs/559724-lead-mern-stack-developer,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Full-Stack Developer · HTML/CSS/PHP/MYSQL · Express.js · Team Lead · NodeJS · Full-Stack Web Development (Node/Redux/React) · Team Development & Optimization · MERN Stack · ReactJS · Full-Stack Web Development (Node/Express/React)
·



Posted
5 months
ago",,₹4L – ₹8.5L · No equity
Backend Developer,https://angel.co/company/storyxpress/jobs/503625-backend-developer,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Backend Developer
·



Posted
8 months
ago",,₹4L – ₹6L · No equity
Front End Developer,https://angel.co/company/storyxpress/jobs/503422-front-end-developer,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Frontend Developer
·



Posted
9 months
ago",,₹4L – ₹6L · No equity
Customer Success Executive,https://angel.co/company/storyxpress/jobs/461042-customer-success-executive,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Account Manager
·



Posted
11 months
ago",,₹2.4L – ₹4.8L · No equity
Sales Development Representative - Inside/ SaaS Sales,https://angel.co/company/storyxpress/jobs/120419-sales-development-representative-inside-saas-sales,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Sales Development · Business Development · Lead Generation · Market Research · Inside Sales · New Business Development · B2B Sales · SaaS Sales · Qualifying Leads · Linked In Sales Navigator
·



Posted
over 3 years
ago",,₹5L – ₹8L · No equity
Content Creator,https://angel.co/company/storyxpress/jobs/120417-content-creator,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Content Creator · Writing · Communication Skills · Digital Marketing (SEO & Content Creation)
·



Posted
over 3 years
ago",,₹2.4L – ₹4.8L · No equity
Python Developer,https://angel.co/company/storyxpress/jobs/106990-python-developer,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Software Engineer · CoGo (coordinate geometry)
·



Posted
almost 4 years
ago",,₹2L – ₹3.6L · No equity
Full Stack Developer - React.js | Node.js,https://angel.co/company/storyxpress/jobs/75679-full-stack-developer-react-js-node-js,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Full-Stack Developer · Node.js · HTML/CSS/PHP/MYSQL · REST APIs · Express.js · React.js
·



Posted
over 4 years
ago",,₹4L – ₹7L · No equity
Robotics Engineer ROS/SLAM/Computer Vision | neurobotx | London | Junior to Senior,https://angel.co/company/neurobotx/jobs/641667-robotics-engineer-ros-slam-computer-vision-neurobotx-london-junior-to-senior,neurobotx,https://angel.co/company/neurobotx,"Full Time · London
·



Posted
15 days
ago",,£24k – £30k · 0.5% – 3.0%
Lead Software Architect,https://angel.co/company/neurobotx/jobs/623438-lead-software-architect,neurobotx,https://angel.co/company/neurobotx,"Full Time · London · Software Architect · Python · Machine Learning · Cloud Computing · Computer Vision · Computational Neuroscience · tensor flow
·



Posted
about 1 month
ago",,£70k – £100k · 1.0% – 3.0%
SLAM expert,https://angel.co/company/neurobotx/jobs/623432-slam-expert,neurobotx,https://angel.co/company/neurobotx,"Full Time · Remote possible · London · Software Architect · Python · C++ · Neuroscience · Numpy · Computational Neuroscience · SLAM · Visual Slam · TensorFlow · Sensor Fusion - SLAM - Bayesian filters
·



Posted
about 1 month
ago",,£70k – £100k · 1.0% – 3.0%
Full Stack web Developer,https://angel.co/company/cvtotal/jobs/641646-full-stack-web-developer,cvtotal,https://angel.co/company/cvtotal,"Full Time · Chennai · Javascript · AngularJS · React.js · NoSQL (MongoDB/Firebase) · Javascript, Typescript, React, Angular, Node.Js
·



Posted
15 days
ago",,₹9L – ₹9L · No equity
Web Developer,https://angel.co/company/ayurveda-megastore-1/jobs/641645-web-developer,Ayurveda Megastore,https://angel.co/company/ayurveda-megastore-1,"Full Time · Gurugram · PHP · HTML · Wordpress · Opencart
·



Posted
15 days
ago",,"₹20,000 – ₹25,000 · No equity"
Android app developer / BLE,https://angel.co/company/circularing/jobs/641636-android-app-developer-ble,Circular | Be more,https://angel.co/company/circularing,"Cofounder · Remote possible · United States · France · England · Mobile Developer · BLE · Android Development · NRF52
·



Posted
15 days
ago",,No salary · No equity
Oracle Essbase Developer,https://angel.co/company/horizontal-integration-india/jobs/641632-oracle-essbase-developer,Horizontal Integration India,https://angel.co/company/horizontal-integration-india,"Full Time · Bengaluru
·



Posted
15 days
ago",,"₹2,000 – ₹80,000 · No equity"
Client Servicing Executive,https://angel.co/company/abhaji-hiring-services/jobs/641628-client-servicing-executive,AbhaJi Hiring Services,https://angel.co/company/abhaji-hiring-service,"Contract · Vasant Kunj · Client Relations · Client Services · Client Relations/Contract Management · Client Relationship Management
·



Posted
15 days
ago",,₹2L – ₹3L · 1.0% – 2.0%
"GRAPHIC DESIGNER REQUIRE FOR A DESIGNER STUDIO COMPANY IN VASANT KUNJ,DELHI LOCATION",https://angel.co/company/abhaji-hiring-services/jobs/632176-graphic-designer-require-for-a-designer-studio-company-in-vasant-kunj-delhi-location,AbhaJi Hiring Services,https://angel.co/company/abhaji-hiring-service,"Full Time · New Delhi · Designer · Graphic Design · Advertising · Adobe Photoshop · Adobe InDesign · CorelDraw
·



Posted
about 1 month
ago",,₹1L – ₹5L · 1.0% – 2.0%
Company Secretary,https://angel.co/company/abhaji-hiring-services/jobs/625814-company-secretary,AbhaJi Hiring Services,https://angel.co/company/abhaji-hiring-service,"Full Time · Bhopal · CFO · company secretary
·



Posted
about 1 month
ago",,₹1L – ₹2.4L · 1.0% – 2.0%
Marketing Manager Female,https://angel.co/company/abhaji-hiring-services/jobs/614783-marketing-manager-female,AbhaJi Hiring Services,https://angel.co/company/abhaji-hiring-service,"Full Time · Noida · Marketing · Business Development · Marketing Manager · Sales · Sales and Marketing · Marketing Management · Field Marketing
·



Posted
about 2 months
ago",,₹3L – ₹3L · 12.0% – 18.0%
Mean Stack Developer,https://angel.co/company/videotap/jobs/641621-mean-stack-developer,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Javascript · MongoDB · Node.js · AngularJS · React.js
·



Posted
15 days
ago",,₹3L – ₹7L · No equity
Hiring for Data Scientist (Artificial Intelligence) - VideoTap,https://angel.co/company/videotap/jobs/604954-hiring-for-data-scientist-artificial-intelligence-videotap,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Data Scientist · Machine Learning · Image Processing · Natural Language Processing · Speech Recognition · Deep Learning
·



Posted
3 months
ago",,₹6L – ₹10L · No equity
Hiring for Product Manager - VideoTap,https://angel.co/company/videotap/jobs/576688-hiring-for-product-manager-videotap,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Product Manager · Product Management · Wireframing · Digital Video
·



Posted
4 months
ago",,₹8L – ₹15L · No equity
Hiring for project Manager - VideoTap,https://angel.co/company/videotap/jobs/573205-hiring-for-project-manager-videotap,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Project Manager · Big Data · Cloud Services · SCRUM · Full Stack Development · Agile methodology
·



Posted
4 months
ago",,₹10L – ₹18L · No equity
Data Scientist - Big Data Analytics,https://angel.co/company/videotap/jobs/523818-data-scientist-big-data-analytics,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Data Scientist · SQL · Matlab · SAS · SPSS · Phyton
·



Posted
7 months
ago",,₹5L – ₹9L · No equity
Mean Stack Developer - Junior/Senior/Lead,https://angel.co/company/videotap/jobs/434063-mean-stack-developer-junior-senior-lead,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Full-Stack Developer · Javascript · MongoDB · Node.js · AngularJS · Express.js
·



Posted
about 1 year
ago",,₹4L – ₹15L · No equity
Cloud Operations Engineer,https://angel.co/company/videotap/jobs/393422-cloud-operations-engineer,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · DevOps · Unix Scripting · TCP/IP · AWS Cloud Services · Docker · Linux Server Management · Microsoft Azure · Linux shell scripting · AWS CloudFormation · DEVOPS Tools git ansible chef bash scripting · Azure Resources Manager
·



Posted
over 1 year
ago",,₹4L – ₹10L · No equity
Software Developer - Mean Stack,https://angel.co/company/videotap/jobs/326824-software-developer-mean-stack,VideoTap,https://angel.co/company/videotap,"Full Time · Noida · Full-Stack Developer · Javascript · MongoDB · AngularJS · Express.js · Node js
·



Posted
over 1 year
ago",,₹7L – ₹10L · No equity
Associate HR Executive,https://angel.co/company/nesflair/jobs/641619-associate-hr-executive,Nesflair.com,https://angel.co/company/nesflair,"Full Time · Bengaluru · H.R. · Social Media Marketing · Technical Recruiting · Communication Skills · Consulting
·



Posted
15 days
ago",,₹1.8L – ₹2.4L · No equity
Sr. ASP.NET Full Stack Developer,https://angel.co/company/nesflair/jobs/640836-sr-asp-net-full-stack-developer,Nesflair.com,https://angel.co/company/nesflair,"Full Time · Bengaluru · ASP.NET · MVC Framework · Microsoft .NET · Web API · ASP.NET Web API
·



Posted
16 days
ago",,₹7.2L – ₹10L · No equity
Associate HR Executive,https://angel.co/company/nesflair/jobs/640831-associate-hr-executive,Nesflair.com,https://angel.co/company/nesflair,"Internship · Bengaluru · Sales · Marketing · Business Development · Recruiting · Social Media Marketing · Team Player · Sales and Marketing · Consulting · HR
·



Posted
16 days
ago",,₹1.8L – ₹2.4L · No equity
Sales - Business Developer,https://angel.co/company/nesflair/jobs/640662-sales-business-developer,Nesflair.com,https://angel.co/company/nesflair,"Full Time · Bengaluru · Business Development · Data Analysis · Sales · Business Analysis · Stock Market
·



Posted
16 days
ago",,"₹35,000 – ₹45,000 · No equity"
Corporate Sales,https://angel.co/company/myresqr-life/jobs/641616-corporate-sales,myresQR.life,https://angel.co/company/myresqr-life,"Full Time · Bengaluru · Corporate and Institutional Sales
·



Posted
15 days
ago",,₹4L – ₹5L · No equity
Sales Intern,https://angel.co/company/myresqr-life/jobs/641615-sales-intern,myresQR.life,https://angel.co/company/myresqr-life,"Internship · Bengaluru · Sales
·



Posted
15 days
ago",,₹1L – ₹2L · No equity
